Mitchell Weiser,2023-07-16,1.0,15258238.0
Mitchell Weiser,2023-07-17,1.0,15309661.0
Mitchell Weiser,2023-07-18,1.0,15328406.0
Mitchell Weiser,2023-07-19,1.0,15384621.0
Mitchell Weiser,2023-07-20,1.0,15417112.0
Mitchell Weiser,2023-07-21,1.0,15452054.0
Mitchell Weiser,2023-07-22,1.0,15480553.0
Mitchell Weiser,2023-07-23,1.0,15503128.0
Mitchell Weiser,2023-07-24,1.0,15551629.0
Mitchell Weiser,2023-07-25,1.0,15586419.0
Mitchell Weiser,2023-07-26,1.0,15633918.0
Mitchell Weiser,2023-07-27,1.0,15643619.0
Mitchell Weiser,2023-07-28,1.0,15575352.0
Mitchell Weiser,2023-07-29,1.0,15421532.0
Mitchell Weiser,2023-07-30,1.0,15239358.0
Mitchell Weiser,2023-07-31,1.0,15030058.0
Mitchell Weiser,2023-08-01,1.0,14943263.0
Mitchell Weiser,2023-08-02,1.0,14934141.0
Mitchell Weiser,2023-08-03,1.0,14942924.0
Mitchell Weiser,2023-08-04,1.0,14955564.0
Mitchell Weiser,2023-08-05,1.0,15015875.0
Mitchell Weiser,2023-08-06,1.0,15087978.0
Mitchell Weiser,2023-08-07,1.0,15198467.0
Mitchell Weiser,2023-08-08,1.0,15276294.0
Mitchell Weiser,2023-08-09,1.0,15325904.0
Mitchell Weiser,2023-08-10,1.0,15420998.0
Mitchell Weiser,2023-08-11,1.0,15508873.0
Mitchell Weiser,2023-08-12,1.0,15583170.0
Mitchell Weiser,2023-08-13,1.0,15638534.0
Mitchell Weiser,2023-08-14,1.0,15694338.0
Mitchell Weiser,2023-08-15,1.0,15749954.0
Mitchell Weiser,2023-08-16,1.0,15792573.0
Mitchell Weiser,2023-08-17,1.0,15824435.0
Mitchell Weiser,2023-08-18,1.0,15814442.0
Mitchell Weiser,2023-08-19,1.0,15830862.0
Mitchell Weiser,2023-08-20,1.0,15781721.0
Mitchell Weiser,2023-08-21,1.0,15594761.0
Mitchell Weiser,2023-08-22,1.0,15406033.0
Mitchell Weiser,2023-08-23,1.0,15174802.0
Mitchell Weiser,2023-08-24,1.0,14865964.0
Mitchell Weiser,2023-08-25,1.0,14647568.0
Mitchell Weiser,2023-08-26,1.0,14408203.0
Mitchell Weiser,2023-08-27,1.0,14066323.0
Mitchell Weiser,2023-08-28,1.0,13696772.0
Mitchell Weiser,2023-08-29,1.0,13384123.0
Mitchell Weiser,2023-08-30,1.0,13119730.0
Mitchell Weiser,2023-08-31,1.0,12872180.0
Mitchell Weiser,2023-09-01,1.0,12692130.0
Mitchell Weiser,2023-09-02,1.0,12582721.0
Mitchell Weiser,2023-09-03,1.0,12630294.0
Mitchell Weiser,2023-09-04,1.0,12705546.0
Mitchell Weiser,2023-09-05,1.0,12805979.0
Mitchell Weiser,2023-09-06,1.0,12942541.0
Mitchell Weiser,2023-09-07,1.0,13081310.0
Mitchell Weiser,2023-09-08,1.0,13218075.0
Mitchell Weiser,2023-09-09,1.0,13316443.0
Mitchell Weiser,2023-09-10,1.0,13420394.0
Mitchell Weiser,2023-09-11,1.0,13540532.0
Mitchell Weiser,2023-09-12,1.0,13677274.0
Mitchell Weiser,2023-09-13,1.0,13814619.0
Mitchell Weiser,2023-09-14,1.0,13926007.0
Mitchell Weiser,2023-09-15,1.0,14014443.0
Mitchell Weiser,2023-09-16,1.0,14159800.0
Mitchell Weiser,2023-09-17,1.0,14315658.0
Mitchell Weiser,2023-09-18,1.0,14511049.0
Mitchell Weiser,2023-09-19,1.0,14708417.0
Mitchell Weiser,2023-09-20,1.0,14876143.0
Mitchell Weiser,2023-09-21,1.0,14996778.0
Mitchell Weiser,2023-09-22,1.0,15065462.0
Mitchell Weiser,2023-09-23,1.0,15154031.0
Mitchell Weiser,2023-09-24,1.0,15221768.0
Mitchell Weiser,2023-09-25,1.0,15289366.0
Mitchell Weiser,2023-09-26,1.0,15334319.0
Mitchell Weiser,2023-09-27,1.0,15363628.0
Mitchell Weiser,2023-09-28,1.0,15361128.0
Mitchell Weiser,2023-09-29,1.0,15220229.0
Mitchell Weiser,2023-09-30,1.0,14925167.0
Mitchell Weiser,2023-10-01,1.0,14622032.0
Mitchell Weiser,2023-10-02,1.0,14332189.0
Mitchell Weiser,2023-10-03,1.0,14085323.0
Mitchell Weiser,2023-10-04,1.0,13851457.0
Mitchell Weiser,2023-10-05,1.0,13676782.0
Mitchell Weiser,2023-10-06,1.0,13494567.0
Mitchell Weiser,2023-10-07,1.0,13292546.0
Mitchell Weiser,2023-10-08,1.0,13019463.0
Mitchell Weiser,2023-10-09,1.0,12731269.0
Mitchell Weiser,2023-10-10,1.0,12487053.0
Mitchell Weiser,2023-10-11,1.0,12166203.0
Mitchell Weiser,2023-10-12,1.0,11876109.0
Mitchell Weiser,2023-10-13,1.0,11634109.0
Mitchell Weiser,2023-10-14,1.0,11284060.0
Mitchell Weiser,2023-10-15,1.0,10990731.0
Mitchell Weiser,2023-10-16,1.0,10755926.0
Mitchell Weiser,2023-10-17,1.0,10571264.0
Mitchell Weiser,2023-10-18,1.0,10378844.0
Mitchell Weiser,2023-10-19,1.0,10293106.0
Mitchell Weiser,2023-10-20,1.0,10320820.0
Mitchell Weiser,2023-10-21,1.0,10345028.0
Mitchell Weiser,2023-10-22,1.0,10390456.0
Mitchell Weiser,2023-10-23,1.0,10525410.0
Mitchell Weiser,2023-10-24,1.0,10702311.0
Mitchell Weiser,2023-10-25,1.0,10875460.0
Mitchell Weiser,2023-10-26,1.0,11001349.0
Mitchell Weiser,2023-10-27,1.0,11081819.0
Mitchell Weiser,2023-10-28,1.0,11186497.0
Mitchell Weiser,2023-10-29,1.0,11305245.0
Mitchell Weiser,2023-10-30,1.0,11427024.0
Mitchell Weiser,2023-10-31,1.0,11569855.0
Mitchell Weiser,2023-11-01,1.0,11689941.0
Mitchell Weiser,2023-11-02,1.0,11776597.0
Mitchell Weiser,2023-11-03,1.0,11828402.0
Mitchell Weiser,2023-11-04,1.0,11908870.0
Mitchell Weiser,2023-11-05,1.0,11995178.0
Mitchell Weiser,2023-11-06,1.0,12127833.0
Mitchell Weiser,2023-11-07,1.0,12257144.0
Mitchell Weiser,2023-11-08,1.0,12347993.0
Mitchell Weiser,2023-11-09,1.0,12415870.0
Mitchell Weiser,2023-11-10,1.0,12459937.0
Mitchell Weiser,2023-11-11,1.0,12516571.0
Mitchell Weiser,2023-11-12,1.0,12598923.0
Mitchell Weiser,2023-11-13,1.0,12685582.0
Mitchell Weiser,2023-11-14,1.0,12783775.0
Mitchell Weiser,2023-11-15,1.0,12887914.0
Mitchell Weiser,2023-11-16,1.0,12987411.0
Mitchell Weiser,2023-11-17,1.0,13073878.0
Mitchell Weiser,2023-11-18,1.0,13141276.0
Mitchell Weiser,2023-11-19,1.0,13203489.0
Mitchell Weiser,2023-11-20,1.0,13268854.0
Mitchell Weiser,2023-11-21,1.0,13327824.0
Mitchell Weiser,2023-11-22,1.0,13371829.0
Mitchell Weiser,2023-11-23,1.0,13389384.0
Mitchell Weiser,2023-11-24,1.0,13384188.0
Mitchell Weiser,2023-11-25,1.0,13408546.0
Mitchell Weiser,2023-11-26,1.0,13440822.0
Mitchell Weiser,2023-11-27,1.0,13494566.0
Mitchell Weiser,2023-11-28,1.0,13566410.0
Mitchell Weiser,2023-11-29,1.0,13622172.0
Mitchell Weiser,2023-11-30,1.0,13636852.0
Mitchell Weiser,2023-12-01,1.0,13533361.0
Mitchell Weiser,2023-12-02,1.0,13233297.0
Mitchell Weiser,2023-12-03,1.0,12793609.0
Mitchell Weiser,2023-12-04,1.0,12420204.0
Mitchell Weiser,2023-12-05,1.0,12113162.0
Mitchell Weiser,2023-12-06,1.0,11783992.0
Mitchell Weiser,2023-12-07,1.0,11502048.0
Mitchell Weiser,2023-12-08,1.0,11316904.0
Mitchell Weiser,2023-12-09,1.0,10970178.0
Mitchell Weiser,2023-12-10,1.0,10991779.0
Mitchell Weiser,2023-12-11,1.0,11056068.0
Mitchell Weiser,2023-12-12,1.0,11129611.0
Mitchell Weiser,2023-12-13,1.0,11252332.0
Mitchell Weiser,2023-12-14,1.0,11402665.0
Mitchell Weiser,2023-12-15,1.0,11511444.0
Mitchell Weiser,2023-12-16,1.0,11623912.0
Mitchell Weiser,2023-12-17,1.0,11744012.0
Mitchell Weiser,2023-12-18,1.0,11897347.0
Mitchell Weiser,2023-12-19,1.0,12010075.0
Mitchell Weiser,2023-12-20,1.0,12143185.0
Mitchell Weiser,2023-12-21,1.0,12296126.0
Mitchell Weiser,2023-12-22,1.0,12449057.0
Mitchell Weiser,2023-12-23,1.0,12583078.0
Mitchell Weiser,2023-12-24,1.0,12710571.0
Mitchell Weiser,2023-12-25,1.0,12832961.0
Mitchell Weiser,2023-12-26,1.0,12963920.0
Mitchell Weiser,2023-12-27,1.0,13092017.0
Mitchell Weiser,2023-12-28,1.0,13203308.0
Mitchell Weiser,2023-12-29,1.0,13294823.0
Mitchell Weiser,2023-12-30,1.0,13365882.0
Mitchell Weiser,2023-12-31,1.0,13419904.0
Mitchell Weiser,2024-01-01,1.0,13422883.0
Mitchell Weiser,2024-01-02,1.0,13440165.0
Mitchell Weiser,2024-01-03,1.0,13456889.0
Mitchell Weiser,2024-01-04,1.0,13473732.0
Mitchell Weiser,2024-01-05,1.0,13478971.0
